state,county,total_cost,cost_of_living_ranking,geometry
MS,Lauderdale,19344.196358000005,0.9562330570280196,POINT (-88.5117048 32.5206941)
CA,Glenn,23580.353039999995,0.8355458996191572,POINT (-122.0138651 39.5218283)
CO,Ouray,27143.534802,0.734031647321989,POINT (-107.671448 38.0227716)
IN,Rush,20447.727528,0.9247937005506532,POINT (-86.1705366 38.6953333)
KS,Cheyenne,21690.326554,0.8893923319270169,POINT (-98.6389607 39.1766771)
MS,Wilkinson,19534.78686,0.9508031762086332,POINT (-91.2389979 31.2223937)
FL,Indian River,23199.26911,0.8464028956413588,POINT (-80.5023298 27.5998271)
IN,Fountain,20358.90697,0.9273241784033815,POINT (-87.3352894 40.2222596)
IA,Calhoun,20366.084838,0.9271196825477732,POINT (-95.8952879 41.6316573)
IA,Sioux,20921.885294000003,0.9112850517357892,POINT (-96.4058782 42.4966815)
KS,Jewell,21560.893284,0.8930798568707493,POINT (-98.153661 39.671399)
KY,Bath,19711.674954,0.9457636739317123,POINT (-82.9112719 37.2425996)
MO,Knox,20835.877844,0.9137353847701152,POINT (-93.6104816 37.4744872)
FL,Okeechobee,20397.700276,0.9262189657828178,POINT (-80.8287487 27.2436957)
GA,Cherokee,26334.003286000003,0.7570950193436301,POINT (-83.7696277 32.8581945)
GA,Franklin,19569.683692,0.9498089732617612,POINT (-85.0979973 33.2776182)
IN,Orange,20052.472084,0.9360544398404512,POINT (-85.2994493 39.5844584)
KY,Letcher,19604.563716,0.9488152491710544,POINT (-82.9590507 37.1450963)
MI,Missaukee,21275.536536,0.901209606865572,POINT (-85.4144973 44.3088963)
MN,Wadena,19875.127956,0.9411069344241428,POINT (-95.1361386 46.4424614)
AL,Hale,20782.75271,0.915248907968317,POINT (-87.6047504 32.7002594)
FL,St. Lucie,24130.886846,0.819861314488974,POINT (-80.3503283 27.2939333)
KY,Marshall,22381.64204,0.8696969081877148,POINT (-83.7629759 38.5450759)
MN,Murray,21439.664236,0.8965336453627262,POINT (-92.1804349 47.8160283)
FL,Polk,22132.088394,0.8768066358058486,POINT (-81.8239676 28.1825147)
IN,Dubois,20243.385042,0.930615372321669,POINT (-86.8044393 38.445332)
IN,Hendricks,26349.263675999995,0.7566602542420757,POINT (-86.1483203 39.6081023)
KY,Clinton,20443.785132,0.9249060185318652,POINT (-88.9933965 36.6672813)
AR,Howard,19073.895064,0.96393388050214,POINT (-94.4371647 34.7059374)
CT,New London,27370.257608,0.7275723652344854,POINT (-72.0997804 41.3556187)
IN,Harrison,22191.803998,0.8751053515898194,POINT (-87.4261678 39.5299973)
IA,Greene,20871.654794,0.9127161074580634,POINT (-92.8030194 42.896221)
CO,Bent,21348.64836,0.8991266673347869,POINT (-105.856933 33.1586953)
CO,Conejos,21482.871316,0.8953026853070478,POINT (-106.0202541 37.0887903)
GA,Catoosa,21461.599208,0.8959087229112571,POINT (-85.0555103 34.913942)
GA,Seminole,20092.833276,0.9349045584980517,POINT (-84.7860478 33.6837202)
ID,Cassia,21512.02655,0.8944720592043822,POINT (-116.2530979 43.5987578)
ID,Teton,24122.622414,0.8200967663101772,POINT (-111.6681634 43.8866747)
KY,Greenup,21796.281236,0.886373706709712,POINT (-82.8301677 38.5731349)
KY,Warren,22877.445440000003,0.8555715800963565,POINT (-83.8440895 36.7534188)
AR,Scott,19150.270836,0.9617579518220808,POINT (-92.0879316 34.698008)
CO,Garfield,25371.952022,0.7845036449091383,POINT (-106.2913015 38.5518316)
GA,Haralson,22434.958599999994,0.8681779313055423,POINT (-84.5711501 33.2265413)
IL,Kendall,28048.4563,0.7082506360256298,POINT (-88.4287107 41.5967289)
MN,Sherburne,27245.512238000003,0.7311263329546096,POINT (-93.5763889 45.5438889)
AR,Independence,18921.563938,0.9682737602473696,POINT (-81.6751284 38.907027)
AR,Perry,20608.931232000003,0.9202010430405548,POINT (-92.7942102 35.0461909)
CA,Fresno,22721.411956,0.8600169391938088,POINT (-119.78483 36.7394421)
CO,Gilpin,28661.832918,0.6907756732221928,POINT (-105.508053 39.8908206)
GA,Lanier,20465.190644,0.9242961802775016,POINT (-81.5367784 32.1299246)
ID,Camas,22145.055032,0.8764372191862936,POINT (-112.2210921 44.0074083)
MI,Barry,22281.732832,0.8725432992014668,POINT (-85.3665935 42.4819064)
CO,Gunnison,23780.63978200001,0.8298397750885481,POINT (-106.9269276 38.5443548)
CO,Montezuma,21914.251268,0.8830127668554311,POINT (-105.8672338 39.581098)
FL,Bradford,20832.809054,0.9138228139115722,POINT (-85.5515957 30.6551933)
KS,Logan,21402.92789,0.8975802556524655,POINT (-99.570385 39.661675)
LA,Washington Parish,21308.60993,0.9002673532599194,POINT (-89.9084587 30.7921773)
MI,Montmorency,20812.40431,0.9144041405092118,POINT (-84.1246817 45.1377392)
MI,Saginaw,20978.179148,0.9096812524127572,POINT (-83.9490365 43.4200387)
MN,Faribault,20878.704692,0.9125152574391636,POINT (-93.268827 44.2949637)
FL,Hillsborough,24483.426234,0.8098175460908013,POINT (-82.4069061 27.995301)
IN,Union,22381.04066000001,0.8697140413695515,POINT (-87.4347408 38.4653254)
KY,McCracken,21803.571486,0.8861660091160326,POINT (-88.6729927 37.093124)
MI,Huron,20182.794198,0.9323415919297484,POINT (-82.4333742 42.9760854)
MI,Sanilac,20302.716556,0.9289250307439249,POINT (-82.5842448 43.4077051)
MS,Alcorn,18834.942368,0.970741589423286,POINT (-91.1392755 31.8779382)
MS,Sharkey,19377.048108,0.9552971180104064,POINT (-90.2648109 33.9051144)
DE,Sussex,24712.1065,0.8033024964052423,POINT (-75.0572667 38.5480137)
IL,Kane,27708.556706,0.7179342995167826,POINT (-90.353727 39.190047)
IN,Monroe,24058.81594,0.8219145984985058,POINT (-84.9369111 40.7450468)
KY,Bourbon,21909.661336,0.8831435329926076,POINT (-84.6224415 37.0520216)
MI,Isabella,20583.685122,0.9209202990738546,POINT (-86.6056996 45.8974718)
MN,Lac qui Parle,20882.368572,0.9124108743165642,POINT (-95.9061427 45.0005141)
MS,Coahoma,18783.923594,0.9721951028957004,POINT (-90.5231561 34.3667731)
MS,Walthall,19683.083374,0.946578241657852,POINT (-89.277291 33.6073419)
MS,Washington,19055.399078,0.964460827010823,POINT (-91.2992784 31.5787773)
NE,Chase,24722.752742,0.8029991873492941,POINT (-101.8204532 40.5649958)
NY,Rensselaer,27659.276654000005,0.7193382771878899,POINT (-73.742898 42.6425795)
ND,Hettinger,22012.772328000003,0.8802059238680525,POINT (-102.6368239 46.0013946)
SD,Corson,21212.080396,0.9030174581165138,POINT (-96.5717118 43.6163628)
TX,Duval,19405.657576,0.9544820406591432,POINT (-97.7293369 30.4117004)
VT,Chittenden,32909.332,0.5697653733715002,POINT (-72.9476604 43.707734)
VA,Gloucester,25485.259236,0.7812755476978893,POINT (-76.529435 37.4148403)
WI,Price,23218.877298,0.8458442627461891,POINT (-88.9887822 45.2505321)
MO,Marion,21887.716942,0.8837687238747517,POINT (-92.3662985 38.6908657)
NM,Torrance,20927.434496,0.9111269562106372,POINT (-105.5280589 34.3411842)
NY,Chemung,25331.121102,0.7856669086973092,POINT (-76.623736 42.0084073)
OK,Craig,22018.459094,0.8800439091752756,POINT (-95.6274837 34.8403759)
TN,McNairy,19088.297542,0.9635235571217868,POINT (-88.6272722 35.3120246)
TX,Limestone,19684.671356,0.9465330004054662,POINT (-97.6755441 30.3909145)
MO,Sullivan,20902.342446,0.9118418231089576,POINT (-91.160072 38.2078684)
MT,Cascade,22938.612814,0.8538289352773883,POINT (-111.700537 47.271061)
NE,Kearney,23082.789954,0.8497213607714982,POINT (-99.081858 40.699478)
NE,Lincoln,24195.614772,0.8180172303390405,POINT (-96.7077751 40.8088861)
OH,Richland,19954.665982,0.9388409138341488,POINT (-82.5973848 39.1870147)
OR,Columbia,27664.830016,0.7191800631452674,POINT (-122.4058411 45.5267129)
SD,Jerauld,21864.981624,0.8844164480049439,POINT (-98.5733587 44.0911386)
VA,Botetourt,25413.404396000005,0.7833226760353553,POINT (-79.8842054 37.3415249)
VA,Orange,23972.198274,0.8243823164503343,POINT (-78.1108342 38.2454106)
WI,Lincoln,22177.55368,0.8755113399657688,POINT (-90.4942357 44.0969855)
OR,Clackamas,31731.175480000005,0.603330789397233,POINT (-122.5532561 45.4146516)
TX,Cameron,18242.769422000005,0.9876124643488636,POINT (-96.9769304 30.8532454)
VA,Hanover,27211.349336000003,0.7320996263997592,POINT (-77.3702584 37.766531)
VA,Lunenburg,21048.148522,0.9076878405803718,POINT (-78.2655525 36.9609839)
VA,Prince William,32894.10683999999,0.5701991347782263,POINT (-77.3007735 38.638942)
OK,McClain,23318.299322,0.8430117514957481,POINT (-97.5902112 35.2976814)
PA,Bedford,20627.751988,0.9196648439071335,POINT (-78.5039069 40.0186921)
PA,Philadelphia,24204.787836,0.8177558917951682,POINT (-75.1635262 39.9527237)
SC,Charleston,24683.365730000005,0.8041213145211492,POINT (-79.9399309 32.7884363)
SC,Lancaster,20992.96696,0.9092599509528372,POINT (-80.7709015 34.7204257)
TX,Mills,19717.070884,0.9456099450915956,POINT (-96.5458246 33.7295487)
WI,Marinette,21093.488398,0.9063961176431724,POINT (-87.6307265 45.0999594)
WI,Richland,21662.757788,0.8901777599108184,POINT (-90.3407093 43.3364155)
MO,Scott,20889.800356,0.912199144450847,POINT (-92.2771296 38.618922)
NY,St. Lawrence,22624.41654,0.8627803169244934,POINT (-76.1677157 44.1772711)
NC,Edgecombe,21684.012032,0.8895722312479778,POINT (-77.5949717 34.4629453)
TX,Atascosa,20856.069808000004,0.9131601202271352,POINT (-98.7319673 29.2669044)
TX,Rockwall,28315.288954,0.70064863333013,POINT (-96.4597089 32.9312336)
TX,Terrell,20916.50539,0.9114383239987468,POINT (-96.2752569 32.7359626)
WA,King,32720.004320000007,0.5751592766742522,POINT (-90.5917952 42.4052852)
NC,Cleveland,19914.431138000004,0.9399871955502574,POINT (-80.6770111 35.7331953)
TX,Milam,19956.447644,0.9387901546818358,POINT (-93.8460903 31.4326352)
WA,Chelan,24734.540796,0.8026633483245744,POINT (-120.0164591 47.8409698)
WA,Clark,28665.745255999995,0.690664211586685,POINT (-118.6894206 47.9249627)
OK,Dewey,22966.648386,0.8530302080949429,POINT (-95.9355387 36.7959193)
SC,Marion,18279.270328,0.9865725616921216,POINT (-79.4006069 34.178216)
SC,Marlboro,18348.23851,0.9846076735961252,POINT (-79.7325614 34.5368242)
TN,Warren,19084.078678,0.9636437516145492,POINT (-89.442852 35.2384198)
VA,King George,25598.268088,0.7780559507533591,POINT (-77.1805099 38.2663841)
WI,Ashland,22461.112724,0.867432806156255,POINT (-90.8839474 46.5924023)
MO,Laclede,18634.679306,0.9764470393159856,POINT (-93.1695833 39.786282)
NV,Nye,20758.058464,0.9159524415195568,POINT (-116.7606204 36.9007255)
NY,Tioga,25459.924940000004,0.781997316130626,POINT (-76.3664295 42.1007268)
OK,Choctaw,21210.566428,0.903060590726576,POINT (-97.2689263 35.4975654)
SD,Spink,21435.137724,0.8966626046782724,POINT (-96.7469847 42.8519399)
TX,Hardin,20292.062636,0.9292285585443776,POINT (-94.739089 30.1524348)
TX,Jasper,20209.035594,0.9315939804206798,POINT (-93.9965759 30.9201995)
TX,Lynn,20865.722495999995,0.9128851173026626,POINT (-95.4461932 29.7356507)
MO,Pulaski,22150.583848,0.8762797044537267,POINT (-90.7467863 36.6139471)
NH,Cheshire,23004.60107,0.8519489446073435,POINT (-72.0370998 42.7576513)
NJ,Gloucester,26968.025094,0.7390318796897348,POINT (-75.1161897 39.8918622)
NC,Anson,19970.958386,0.9383767468843116,POINT (-78.5948643 35.9054352)
NC,Cherokee,21594.886336000003,0.892111402414151,POINT (-83.3189781 35.4766377)
NC,Rowan,21718.539868,0.8885885409147034,POINT (-78.2711102 34.5129458)
SD,Meade,24513.01188,0.8089746576464204,POINT (-103.471514 44.4109771)
TN,Jefferson,19844.217404,0.941987569144447,POINT (-85.7110932 35.8945097)
TX,Howard,21413.910366,0.89726736736498,POINT (-96.7711052 32.2907013)
TX,Shelby,19796.910252,0.9433353393353489,POINT (-96.5983064 30.0216106)
VA,Clarke,28118.450712,0.7062565108662182,POINT (-78.5151022 38.0269533)
WA,Yakima,22827.165684,0.8570040391110657,POINT (-120.510842 46.601557)
WV,Berkeley,26873.752984,0.741717671040933,POINT (-77.9272196 39.5031537)
WV,Wyoming,25394.947154,0.7838485187361348,POINT (-81.6017745 37.5823343)
WI,Racine,23294.16016,0.8436994708278472,POINT (-87.7834769 42.7313756)
NC,Burke,20224.014384,0.9311672380402088,POINT (-80.3070416 36.0787675)
TX,Pecos,20982.981446,0.9095444360156884,POINT (-103.4952894 31.4254143)
VA,Alexandria city,32046.55293,0.5943457563097918,POINT (-77.0904031 38.8073546)
NE,Boone,24405.723412,0.8120312821288649,POINT (-97.9175582 41.6264005)
NC,Graham,21568.617672,0.8928597907824471,POINT (-79.4005756 36.0690258)
NC,Nash,21119.68216,0.9056498632161212,POINT (-78.6728453 35.9888734)
NC,Northampton,22001.623006,0.8805235655608006,POINT (-78.4756446 35.9506948)
PA,Greene,20411.961434,0.9258126685776904,POINT (-80.4671144 40.602629)
TN,Scott,18970.7249,0.9668731754237544,POINT (-84.7510532 35.6547942)
UT,Utah,23239.28553,0.8452628367762088,POINT (-111.7023404 40.2368431)
UT,Wasatch,26368.509884000006,0.7561119340762303,POINT (-111.6381773 40.2526776)
WI,Manitowoc,21150.078446,0.9047838798192572,POINT (-87.6575841 44.0886059)
MO,Shannon,20697.23695,0.9176852328643984,POINT (-94.3031251 39.0177884)
NY,Warren,27247.632298,0.7310659329188831,POINT (-74.9212172 42.8473421)
NC,Jackson,21909.836181999995,0.8831385516691326,POINT (-77.4214855 36.3896747)
TX,Navarro,19879.109342,0.940993505626542,POINT (-96.3783131 31.99849)
WV,Raleigh,24229.423872000003,0.8170540166338227,POINT (-81.1742659 37.7567819)
WI,Waukesha,25841.290812,0.771132287643837,POINT (-88.2314813 43.0116784)
PA,Clinton,21481.789094,0.8953335175700329,POINT (-80.294965 40.4890892)
SC,Colleton,18625.038314,0.9767217090240314,POINT (-80.882323 33.0398845)
TN,Williamson,29889.871912,0.655789116657168,POINT (-86.8472228 36.0250612)
TX,Brazoria,23535.446312,0.8368252822666125,POINT (-95.5691126 29.0444147)
TX,Chambers,22329.32414,0.8711874334696125,POINT (-97.0079766 32.3117158)
TX,Refugio,19511.864308,0.9514562345936526,POINT (-97.2745885 28.3045305)
UT,Sevier,22315.576452,0.8715791020291619,POINT (-112.2582612 38.5863615)
WV,Hancock,22976.998558,0.8527353340071453,POINT (-78.1775069 39.69287)
WV,Preston,25698.45048,0.7752017767884829,POINT (-79.6856122 39.4350915)
MT,Deer Lodge,22334.184244,0.871048970192519,POINT (-112.730038 46.395761)
NE,York,23066.248186,0.8501926320459815,POINT (-97.5919166 40.8680593)
NY,Madison,24367.993176,0.8131062081226446,POINT (-75.512291 42.8977412)
OH,Mahoning,19887.382096,0.940757816713418,POINT (-81.0487057 41.2589449)
OR,Clatsop,25763.031776,0.7733618700944888,POINT (-124.0065231 46.230541)
PA,Mercer,19852.576642,0.941749416321486,POINT (-80.2397852 41.2270025)
SC,Florence,19721.85311,0.9454737005413222,POINT (-79.7671658 34.1984435)
TX,Cooke,20783.259992,0.9152344556174764,POINT (-101.7897078 33.5214053)
TX,Coryell,20310.930198,0.928691025918474,POINT (-97.618353 31.5462735)
TX,San Jacinto,20316.33201,0.9285371295014913,POINT (-102.104742 32.0082624)
NH,Sullivan,22702.503114,0.8605556478776896,POINT (-72.2213782 43.0125418)
NC,Guilford,21803.639278,0.8861640777370992,POINT (-79.8980907 36.0768027)
OK,Osage,22557.302654000003,0.8646923765417449,POINT (-96.4158527 36.2928497)
OR,Jefferson,25181.417952000003,0.789931917993453,POINT (-123.007389 44.7224335)
TX,Falls,19954.770142,0.9388379463390204,POINT (-99.7047029 29.5060087)
WA,Okanogan,21247.35694,0.9020124372595988,POINT (-119.583866 48.3621013)
MT,Ravalli,24500.339748,0.8093356838558352,POINT (-114.1672423 47.2767785)
PA,Beaver,20901.433538,0.9118677176948052,POINT (-80.3047887 40.6953896)
SC,Hampton,19577.270176,0.949592836027608,POINT (-81.1139447 32.8701504)
TX,Eastland,19266.23769,0.9584540820614608,POINT (-98.8194482 32.4006299)
TX,Loving,20980.353122,0.9096193163792164,POINT (-98.5106107 33.2642787)
NC,Greene,21538.735542,0.8937111259897463,POINT (-80.8840532 35.2310833)
OK,Cleveland,24051.106186000005,0.8221342476674175,POINT (-96.4641953 36.3099921)
SC,Abbeville,19087.059874,0.9635588180065816,POINT (-82.3792463 34.1779495)
TN,Marion,20297.93586,0.92906123170484,POINT (-83.927144 36.5403579)
TX,Sutton,19386.01505,0.9550416518362612,POINT (-96.5299676 30.8213038)
WI,Columbia,24022.83389,0.8229397190637331,POINT (-90.7198643 44.5163511)
NY,Clinton,23587.688004000003,0.8353369281336078,POINT (-73.993889 40.7652778)
TN,Chester,19178.390358,0.960956832922892,POINT (-117.2504838 47.6179504)
TN,Van Buren,19523.503652,0.9511246322836076,POINT (-89.0753417 35.1314754)
NJ,Cumberland,26453.558456,0.7536889192618879,POINT (-74.9407279 39.3698374)
NC,Halifax,21506.882518,0.8946186115267594,POINT (-77.5897391 36.3286329)
PA,Lancaster,24861.217722,0.7990543510055671,POINT (-76.3056707 40.0379958)
TX,Crockett,19411.599284000004,0.9543127627257466,POINT (-95.4572993 31.318017)
TX,Robertson,20181.776016,0.9323705997074416,POINT (-101.5137702 33.5642542)
NC,Durham,24963.328668,0.7961452329681173,POINT (-78.9018053 35.996653)
OH,Trumbull,19581.798892,0.9494638139205942,POINT (-80.9539818 41.6781106)
TN,Bledsoe,20015.421738,0.9371099959200352,POINT (-86.2655447 36.5155994)
TN,Cumberland,19499.201944,0.95181698251493,POINT (-121.9270553 47.2826827)
NE,Johnson,21980.500712,0.8811253349976219,POINT (-95.998199 40.410907)
NY,Erie,24846.856588,0.7994634965045975,POINT (-79.066983 42.6242257)
NY,Ulster,30834.44611,0.6288784087971946,POINT (-74.010833 41.960556)
ND,McHenry,21565.682582,0.892943410840776,POINT (-98.5892481 47.5761225)
OH,Butler,22504.356516,0.866200800183899,POINT (-82.4258375 40.5886946)
OH,Lorain,20623.004674,0.9198000938223272,POINT (-82.1781904 41.4673238)
OK,Kingfisher,22852.95761,0.8562692329018746,POINT (-97.9338168 35.8575681)
PA,Armstrong,21117.360586000003,0.9057160043406846,POINT (-79.7981292 40.5401495)
PA,Chester,30647.078240000003,0.6342164775509163,POINT (-75.3557458 39.849557)
SC,Allendale,18051.87033,0.9930511368284036,POINT (-81.3084405 33.0079345)
TN,Franklin,19511.153500000004,0.9514764853547606,POINT (-86.8689419 35.925206)
TN,Sequatchie,20387.038362,0.9265227213305448,POINT (-85.5935781 35.1156326)
TX,Collin,27081.388290000003,0.7358021875638137,POINT (-96.8163888 33.1987288)
TX,Kent,20956.064524,0.9103112931095676,POINT (-102.2997588 31.8981297)
MO,Wayne,20916.95561,0.911425497331537,POINT (-93.962147 36.6375686)
OK,Woodward,23958.978288,0.8247589508978053,POINT (-99.3903862 36.4336481)
TN,Hamilton,21500.207686,0.8948087759991181,POINT (-82.2615242 36.4987144)
TN,Haywood,18426.695352,0.9823724556967284,POINT (-89.2705746 35.5906789)
TX,Hemphill,21775.023474,0.8869793355995865,POINT (-93.8484362 31.3428966)
TX,Kenedy,20036.191748,0.9365182629756648,POINT (-97.8487625 28.8161952)
WV,Lincoln,25793.317862000004,0.7724990262710031,POINT (-81.7456685 37.5862216)
MO,St. Francois,18856.979158,0.9701137661997454,POINT (-90.518736 37.8564402)
OH,Fayette,19470.186868,0.9526436155474902,POINT (-84.3268927 41.6733867)
VA,Halifax,20502.380018,0.92323666332126,POINT (-78.9287299 36.7661444)
OH,Wyandot,19483.176436,0.9522735456573584,POINT (-83.1196359 40.7314466)
PA,Luzerne,21651.466330000003,0.8904994510264496,POINT (-75.9008924 41.2857599)
SD,Dewey,21050.481442,0.9076213762108034,POINT (-104.0410424 43.5308076)
TN,Madison,20452.172355999995,0.9246670683940168,POINT (-86.7138861 36.2561646)
TX,Carson,22326.723818,0.8712615160624168,POINT (-96.0058073 33.7020461)
TX,Montague,20817.18143,0.9142680414277377,POINT (-97.7204561 33.6648852)
TX,Randall,22564.666716,0.864482576060677,POINT (-101.8849739 35.1660096)
OK,Wagoner,23733.623434,0.8311792603384628,POINT (-95.3756535 35.9593531)
TX,Bandera,22693.738900000004,0.860805338376409,POINT (-99.0724586 29.7270068)
TX,Kendall,25522.719488,0.7802083134879485,POINT (-97.1116957 33.0879517)
UT,Salt Lake,24820.315946,0.800219633465347,POINT (-111.886797 40.7596198)
NE,Frontier,24701.209064,0.8036129619221278,POINT (-96.6355015 40.75398)
NY,Sullivan,24963.520324,0.796139772731498,POINT (-75.8468569 43.0545116)
OH,Summit,20861.533686,0.9130044555636796,POINT (-84.6219297 39.1266104)
OK,Logan,22901.768916000005,0.8548786096995776,POINT (-100.2173588 36.5728095)
PA,Columbia,23027.030088,0.8513099468957164,POINT (-76.5016402 40.032089)
SC,Greenwood,18400.811492,0.9831098810850388,POINT (-82.1617883 34.1954001)
WI,Door,23391.870586,0.8409157226220133,POINT (-89.1993821 43.0309965)
NC,Catawba,21314.667506,0.9000947742730906,POINT (-81.0756345 35.7073558)
OH,Seneca,19021.057554,0.965439209356844,POINT (-83.1688084 41.2092206)
OK,Comanche,21618.993518,0.8914245941851069,POINT (-97.963924 34.3689748)
SD,Yankton,21263.823356,0.9015433127467604,POINT (-97.3967011 42.8712938)
TX,Galveston,23159.12828,0.8475464989196129,POINT (-94.7933252 29.3056996)
TX,Johnson,23949.795784,0.8250205583851685,POINT (-102.3956695 31.8387468)
TX,Winkler,19537.953106000004,0.95071297056751,POINT (-96.2088618 31.938216)
WI,Dunn,23534.41508,0.8368546618358899,POINT (-89.321844 42.9685421)
MO,Phelps,20592.473098,0.920669931601064,POINT (-93.9025456 37.189802)
NV,Mineral,23347.555152,0.8421782594355183,POINT (-116.1856001 40.1736319)
NM,McKinley,20014.764626,0.9371287168941,POINT (-106.3819637 34.6383935)
NC,Caldwell,20167.221928,0.9327852424228212,POINT (-80.8429011 35.4536826)
OK,Tulsa,22635.73874,0.8624577499761508,POINT (-95.9927516 36.1563122)
TX,Comal,23914.000952,0.826040345151405,POINT (-98.2236219 29.6455041)
VA,Mecklenburg,21046.037212000003,0.9077479913305532,POINT (-78.118922 36.7225833)
NC,Cabarrus,23682.940192,0.8326232145791632,POINT (-80.5417335 35.2370876)
NC,Robeson,20283.819504,0.9294634035333398,POINT (-79.275671 34.8001855)
PA,Clarion,20252.794374,0.9303473025552648,POINT (-79.3857047 41.2148975)
PA,Delaware,26322.782,0.7574147112746596,POINT (-74.9093368 41.1609285)
VA,Page,21214.88452,0.9029375692502638,POINT (-81.9954056 37.1798335)
WI,Wood,21769.624764,0.8871331436412823,POINT (-90.1389141 44.4825495)
NY,Schenectady,26944.843304,0.7396923237074544,POINT (-73.9395687 42.8142432)
OH,Wayne,20865.222532,0.9128993611653184,POINT (-83.4735393 41.3014415)
SC,Bamberg,18744.446264,0.9733198032071966,POINT (-81.0348202 33.2971012)
TX,Karnes,20045.512656,0.9362527123892642,POINT (-97.9008356 28.8849772)
NY,Lewis,23346.234238000005,0.8422158919802535,POINT (-73.565826 44.275196)
NC,Mecklenburg,25993.609878,0.7667927514853128,POINT (-80.7842631 35.1885576)
SD,Clark,21981.574676,0.8810947380032118,POINT (-97.733141 44.877743)
TX,Knox,19761.892882,0.9443329763829096,POINT (-96.789215 32.822701)
TX,Van Zandt,20657.065524,0.9188297078158566,POINT (-97.3816399 32.9286989)
WA,Whitman,21694.445486000004,0.8892749844746073,POINT (-117.3844326 47.707871)
WV,Tyler,23050.32068,0.8506464031333258,POINT (-80.8267719 39.4331357)
NM,Otero,20688.672642,0.917929228085842,POINT (-105.9288749 32.8906592)
ND,Towner,21214.050616,0.9029613269889092,POINT (-100.405412 48.345833)
OH,Franklin,22699.537902,0.8606401261050685,POINT (-84.3041074 39.5589474)
TX,Bastrop,24897.887478,0.7980096378500501,POINT (-97.3152701 30.1104947)
TX,Wilson,22292.22648,0.8722443375144853,POINT (-101.7252037 33.3206498)
WA,Benton,22759.20344,0.8589402682581933,POINT (-94.3582389 40.7033553)
WI,Fond du Lac,22135.757668,0.8767020990093943,POINT (-88.4458033 43.7748763)
TX,Kinney,19717.156404,0.9456075086459028,POINT (-97.7650577 30.2559521)
TX,Lampasas,20443.036168,0.9249273563488882,POINT (-98.1836796 31.0644039)
TX,Maverick,18691.056744,0.9748408587034684,POINT (-100.1950909 31.8334814)
TX,San Patricio,22299.58987800001,0.8720345559506288,POINT (-97.773172 27.9695325)
UT,Garfield,23118.425508,0.8487061117998951,POINT (-112.165242 40.7265975)
VT,Franklin,30043.79478,0.6514038885379927,POINT (-72.915614 44.9817713)
VA,Floyd,22362.85899,0.8702320330856206,POINT (-80.3200502 36.9112443)
NE,Logan,25266.129648,0.787518500701084,POINT (-100.3004694 41.4947663)
VA,Westmoreland,23169.019074000003,0.8472647124083987,POINT (-76.5588445 38.0642959)
WI,Jackson,22578.49866,0.8640885070665127,POINT (-88.1667599 43.3238919)
NH,Carroll,23618.027664,0.8344725579988322,POINT (-71.540007 44.2710701)
SD,Brule,22147.542756000003,0.8763663444853521,POINT (-99.58023 44.074183)
TX,Garza,20199.123124,0.931876384476291,POINT (-98.3664055 26.2234063)
VA,Tazewell,20246.302428,0.9305322566463448,POINT (-81.5194582 37.116249)
NV,Washoe,25387.90128,0.7840492541121737,POINT (-119.7706115 39.2913673)
OH,Knox,20526.813322,0.9225405639492996,POINT (-82.5293316 40.4575613)
SD,Kingsbury,22159.261726000004,0.8760324736483573,POINT (-97.5577371 44.3822411)
TN,Loudon,20851.537136000003,0.913289255039705,POINT (-84.336174 35.7410117)
NY,Suffolk,38441.33658,0.4121597988728257,POINT (-72.475919 40.9914896)
PA,Berks,24096.911444,0.8208292661010159,POINT (-77.8634221 40.8576294)
TX,Bowie,20354.09527,0.92746126266133,POINT (-97.8484719 33.558993)
TX,Lamar,19375.810310000004,0.955332382598872,POINT (-97.0055455 28.1394565)
VA,Russell,20735.645968,0.9165909685230952,POINT (-76.5877289 36.685706)
VA,Stafford,31467.250729999992,0.6108499465574699,POINT (-77.4084067 38.4222681)
WV,Jefferson,28015.037908,0.7092027185472212,POINT (-81.7804057 38.3753721)
NM,Socorro,20912.405372,0.9115551325955222,POINT (-106.8930799 34.0572858)
TN,Wilson,24853.176132,0.7992834541079786,POINT (-122.5548332 46.4528857)
WI,Menominee,22029.846598,0.8797194817305635,POINT (-88.7347165 44.9762963)
NM,Chaves,21373.090118,0.8984303271102552,POINT (-106.753638 34.726724)
NC,Hyde,22852.912145999995,0.856270528161077,POINT (-80.8543251 35.3154076)
PA,Westmoreland,21619.696622,0.8914045629092375,POINT (-80.1426444 42.070176)
RI,Bristol,26542.653422,0.7511506235865489,POINT (-71.2661597 41.6770463)
TN,Hardin,19010.83398,0.9657304766959068,POINT (-84.1850671 35.9311512)
TN,Henry,19033.463308,0.965085772197134,POINT (-88.4197705 36.2039488)
TX,Hays,25172.274584000003,0.7901924105049204,POINT (-97.8722281 30.1227118)
TX,Henderson,20081.082398,0.9352393383868371,POINT (-94.7993802 32.1532157)
VA,Craig,21581.558258,0.8924911163785515,POINT (-80.0308778 36.6148598)
MO,Morgan,20331.383286000004,0.9281083220110752,POINT (-92.6765617 37.5103226)
NC,Gaston,22644.659072,0.8622036117104915,POINT (-77.6449804 36.5004281)
OK,Kiowa,21765.350722,0.8872549101429366,POINT (-95.8991586 34.7206516)
