,state,county,Unemployment,countyhelper,ranking,geometry
2534,IA,Scott,3.3,IAScott County,0.7636063866922225,POINT (-90.6164201 41.6251843)
2535,IL,Stephenson,4.71,ILStephenson County,0.686091266052687,POINT (-89.6735637 42.3503474)
2536,MI,Bay,5.47,MIBay County,0.6443100824500967,POINT (-83.9402747 43.6957567)
2537,CT,Middlesex,3.76,CTMiddlesex County,0.73831776521661,POINT (-72.5528113 41.4510811)
2538,TX,Potter,3.31,TXPotter County,0.7630566346213231,POINT (-101.8776577 35.3683354)
2539,ME,Oxford,3.42,MEOxford County,0.757009348734308,POINT (-70.7782375 44.4694529)
2540,WV,Putnam,3.42,WVPutnam County,0.757009348734308,POINT (-81.9150148 38.4939687)
2541,MT,Cascade,2.7,MTCascade County,0.7965915371604246,POINT (-111.3281242 47.3271465)
2542,OR,Malheur,4.59,ORMalheur County,0.6926882909034782,POINT (-117.6916892 43.1023481)
2543,IL,Montgomery,4.78,ILMontgomery County,0.682242988449269,POINT (-89.5057126 39.2052633)
2544,TX,Brazos,3.18,TXBrazos County,0.7702034115430135,POINT (-96.3497772 30.6993189)
2545,MD,Washington,3.44,MDWashington County,0.7559098445925095,POINT (-77.710254 39.5893502)
2546,ND,Williams,2.31,NDWilliams County,0.8180318941397423,POINT (-103.4958386 48.3629861)
2547,AR,Jefferson,5.49,ARJefferson County,0.6432105783082982,POINT (-91.9248307 34.2711667)
2548,LA,Tangipahoa Parish,4.52,LATangipahoa Parish,0.6965365685068963,POINT (-90.4315754 30.6323024)
2549,WI,Barron,3.46,WIBarron County,0.7548103404507109,POINT (-91.8454099 45.423557)
2550,TN,Blount,3.22,TNBlount County,0.7680044032594164,POINT (-83.9314465 35.6719722)
2551,RI,Kent,2.97,RIKent County,0.7817482181390213,POINT (-71.602762 41.6722912)
2552,OH,Ross,3.99,OHRoss County,0.7256734544788037,POINT (-83.077359 39.3455507)
2553,OH,Putnam,3.12,OHPutnam County,0.7735019370755324,POINT (-84.1686932 41.0677672)
2554,NC,Buncombe,3.06,NCBuncombe County,0.776800449500928,POINT (-82.5255603 35.6292222)
2555,NH,Cheshire,2.77,NHCheshire County,0.7927432726641297,POINT (-72.2834412 42.9525022)
2556,WA,Cowlitz,6.02,WACowlitz County,0.6140736792292676,POINT (-122.6931507 46.1998625)
2557,IL,Jo Daviess,3.83,ILJo Daviess County,0.734469500720315,POINT (-90.1743742 42.3506664)
2558,AL,St. Clair,2.25,ALSt. Clair County,0.8213304065651379,POINT (-86.3364 33.7086407)
2559,NY,Steuben,3.76,NYSteuben County,0.73831776521661,POINT (-77.3750862 42.2359045)
2560,MD,Harford,3.06,MDHarford County,0.776800449500928,POINT (-76.3048991 39.548545)
2561,OR,Douglas,5.56,ORDouglas County,0.6393623007048801,POINT (-123.1135963 43.1922115)
2562,WI,Racine,3.64,WIRacine County,0.744914790067401,POINT (-87.6803497 42.7303792)
2563,IL,Christian,4.83,ILChristian County,0.6794942412018959,POINT (-89.2829783 39.5212598)
2564,IN,Delaware,3.66,INDelaware County,0.7438152859256024,POINT (-85.4040612 40.2193275)
2565,TX,Angelina,4.8,TXAngelina County,0.6811434843074704,POINT (-94.6181177 31.2544545)
2566,NY,Clinton,3.45,NYClinton County,0.7553600925216102,POINT (-73.6686982 44.7278943)
2567,VA,Norfolk city,3.66,VANorfolk City,0.7438152859256024,POINT (-76.2899539 36.8493695)
2568,AR,Faulkner,3.02,ARFaulkner County,0.778999457784525,POINT (-92.3219053 35.1470851)
2569,IL,Knox,5.46,ILKnox County,0.6448598214138728,POINT (-90.2202325 40.920889)
2570,NY,Niagara,3.97,NYNiagara County,0.7267729586206022,POINT (-78.7676017 43.2042439)
2571,VT,Rutland,3.38,VTRutland County,0.7592083570179051,POINT (-73.0256216 43.574224)
2572,MN,Otter Tail,3.11,MNOtter Tail County,0.7740516891464316,POINT (-95.713142 46.4184196)
2573,VA,Newport News city,3.78,VANewport News City,0.7372182610748114,POINT (-76.42977 36.9775016)
2574,IN,Madison,3.43,INMadison County,0.7564595966634088,POINT (-85.7260804 40.1624531)
2575,MI,Grand Traverse,3.91,MIGrand Traverse County,0.7300714710459977,POINT (-85.5801336 44.6409162)
2576,UT,Summit,2.19,UTSummit County,0.8246289189905334,POINT (-111.1233396 40.8320852)
2577,KS,Butler,2.86,KSButler County,0.7877955040260364,POINT (-96.8456342 37.77924)
2578,OH,Lawrence,4.86,OHLawrence County,0.6778449718820749,POINT (-82.5702511 38.6065461)
2579,ID,Bannock,2.8,IDBannock County,0.791094016451432,POINT (-112.2506044 42.6936188)
2580,MO,Cass,2.45,MOCass County,0.8103353520400294,POINT (-94.3721539 38.6585427)
2581,NM,Valencia,4.48,NMValencia County,0.6987355767904933,POINT (-106.8503919 34.7325886)
2582,IL,Adams,3.43,ILAdams County,0.7564595966634088,POINT (-91.2110065 39.9787786)
2583,TX,Parker,3.38,TXParker County,0.7592083570179051,POINT (-97.8045599 32.7772597)
2584,WI,Columbia,2.7,WIColumbia County,0.7965915371604246,POINT (-89.3478429 43.4641929)
2585,OH,Allen,4.41,OHAllen County,0.7025838543939114,POINT (-84.0572225 40.8077797)
2586,WA,Stevens,7.21,WAStevens County,0.5486531172566392,POINT (-117.8489411 48.4249969)
2587,IL,Jackson,4.36,ILJackson County,0.7053326016412844,POINT (-89.3563845 37.7668943)
2588,ME,Washington,4.46,MEWashington County,0.6998350809322919,POINT (-67.6287553 44.9744397)
2589,ME,Somerset,4.3,MESomerset County,0.70863111406668,POINT (-70.0997288 45.4538403)
2590,FL,Okaloosa,2.5,FLOkaloosa County,0.807586591685533,POINT (-86.6037748 30.6765961)
2591,NY,Chautauqua,4.02,NYChautauqua County,0.7240241982661059,POINT (-79.421728 42.2894671)
2592,WI,Chippewa,3.41,WIChippewa County,0.7575591008052073,POINT (-91.2947258 45.0740585)
2593,AR,Craighead,2.83,ARCraighead County,0.7894447602387342,POINT (-90.6441144 35.8348413)
2594,NC,Iredell,3.5,NCIredell County,0.752611332167114,POINT (-80.8805593 35.8101636)
2595,SC,Lexington,2.75,SCLexington County,0.7938427768059283,POINT (-81.275054 33.8986841)
2596,CA,Lake,5.21,CALake County,0.6586036362934775,POINT (-122.7776556 39.0505411)
2597,AK,Anchorage Municipality,3.44,AKAnchorage Municipality,0.7559098445925095,POINT (-149.894852 61.2163129)
2598,UT,Box Elder,2.3,UTBox Elder County,0.8185816462106416,POINT (-113.2112072 41.3586056)
2599,CO,Garfield,3.1,COGarfield County,0.7746014412173309,POINT (-107.8776144 39.5462048)
2600,TX,Liberty,6.21,TXLiberty County,0.6036283767750583,POINT (-94.7856262 30.0856736)
2601,MS,Rankin,3.02,MSRankin County,0.778999457784525,POINT (-89.9484651 32.2338702)
2602,ME,Androscoggin,3.08,MEAndroscoggin County,0.7757009453591295,POINT (-70.196395 44.1402839)
2603,TX,Grayson,3.83,TXGrayson County,0.734469500720315,POINT (-96.6702111 33.5636114)
2604,PA,Fayette,6.49,PAFayette County,0.588235318789879,POINT (-79.6663803 39.921022)
2605,AL,Elmore,2.24,ALElmore County,0.8218801586360371,POINT (-86.125195 32.5801231)
2606,WI,Dodge,2.65,WIDodge County,0.7993402975149209,POINT (-88.7177834 43.413614)
2607,SC,Florence,3.35,SCFlorence County,0.7608576263377261,POINT (-79.6644927 33.986694)
2608,NJ,Sussex,3.83,NJSussex County,0.734469500720315,POINT (-74.6930393 41.133372)
2609,MS,Lee,3.45,MSLee County,0.7553600925216102,POINT (-88.6913264 34.265749)
2610,WI,Fond du Lac,2.62,WIFond Du Lac County,0.800989566834742,POINT (-88.4493796 43.7533414)
2611,SC,York,3.24,SCYork County,0.7669048991176179,POINT (-81.1655408 34.9603293)
2612,WA,Thurston,4.89,WAThurston County,0.6761957287765004,POINT (-122.8855155 46.9319983)
2613,WV,Harrison,3.74,WVHarrison County,0.7394172693584085,POINT (-80.3789878 39.2820223)
2614,KY,Pike,5.43,KYPike County,0.6465090907336938,POINT (-82.3855722 37.4512431)
2615,TX,Smith,3.86,TXSmith County,0.7328202445076173,POINT (-95.2563971 32.3402898)
2616,WI,Washington,2.5,WIWashington County,0.807586591685533,POINT (-88.2370888 43.3734986)
2617,VT,Windsor,2.29,VTWindsor County,0.8191313982815408,POINT (-72.5002608 44.5990718)
2618,IL,Williamson,4.45,ILWilliamson County,0.7003848461103144,POINT (-88.9301992 37.7231295)
2619,MT,Missoula,2.71,MTMissoula County,0.7960417850895254,POINT (-113.9232612 46.9653891)
2620,PA,Centre,3.74,PACentre County,0.7394172693584085,POINT (-77.7865722 40.9381735)
2621,PA,Franklin,3.84,PAFranklin County,0.7339197486494158,POINT (-77.7485516 39.9259345)
2622,PA,Cumberland,3.54,PACumberland County,0.7504123238835169,POINT (-77.2803933 40.1541581)
2623,MI,Lapeer,4.48,MILapeer County,0.6987355767904933,POINT (-83.2333705 43.0904764)
2624,KY,Warren,3.69,KYWarren County,0.7421660297129047,POINT (-86.4233533 36.9812407)
2625,TX,Taylor,3.45,TXTaylor County,0.7553600925216102,POINT (-99.8812612 32.2793121)
2626,IL,Bureau,4.66,ILBureau County,0.6888400395143066,POINT (-89.5341179 41.4016294)
2627,NC,Davidson,3.62,NCDavidson County,0.7460143073163228,POINT (-80.2115053 35.7902384)
2628,AL,Baldwin,2.41,ALBaldwin County,0.8125343603236264,POINT (-87.7324392 30.5677527)
2629,OR,Linn,4.83,ORLinn County,0.6794942412018959,POINT (-122.5485977 44.4968904)
2630,OH,Greene,3.72,OHGreene County,0.740516773500207,POINT (-83.9175037 39.6908207)
2631,TX,Guadalupe,3.5,TXGuadalupe County,0.752611332167114,POINT (-97.8279576 29.6480061)
2632,WA,Okanogan,6.85,WAOkanogan County,0.5684442180232592,POINT (-119.6527477 48.5158513)
2633,TX,Victoria,4.36,TXVictoria County,0.7053326016412844,POINT (-96.9766308 28.8026443)
2634,OH,Darke,3.67,OHDarke County,0.7432655338547032,POINT (-84.631372 40.168765)
2635,PA,Lackawanna,4.95,PALackawanna County,0.6728972163511049,POINT (-75.6260271 41.4406084)
2636,WV,Wood,4.27,WVWood County,0.710280383386501,POINT (-81.5185967 39.2054823)
2637,MD,Carroll,2.73,MDCarroll County,0.7949422809477268,POINT (-77.026707 39.5685399)
2638,CA,Siskiyou,6.06,CASiskiyou County,0.6118746709456706,POINT (-122.5360121 41.6862466)
2639,MT,Yellowstone,2.49,MTYellowstone County,0.8081363437564323,POINT (-108.276076 45.9645464)
2640,MN,Goodhue,2.64,MNGoodhue County,0.7998900495858201,POINT (-92.7175627 44.396973)
2641,GA,Henry,3.25,GAHenry County,0.7663551470467187,POINT (-84.1367771 33.4519942)
2642,PA,Mercer,5.26,PAMercer County,0.6558548628318579,POINT (-80.3014412 41.3334542)
2643,WA,Walla Walla,4.84,WAWalla Walla County,0.6789444760238734,POINT (-118.5174284 46.2055155)
2644,MS,DeSoto,3.35,MSDesoto County,0.7608576263377261,POINT (-89.9778704 34.8702932)
2645,NV,Elko,3.35,NVElko County,0.7608576263377261,POINT (-115.3272864 41.1958128)
2646,NH,Strafford,2.37,NHStrafford County,0.8147333817143467,POINT (-71.0399927 43.3312505)
2647,KY,Kenton,3.43,KYKenton County,0.7564595966634088,POINT (-84.5331967 38.9252546)
2648,IL,Franklin,5.43,ILFranklin County,0.6465090907336938,POINT (-88.9335327 37.9765409)
2649,PA,Blair,4.68,PABlair County,0.6877405353725081,POINT (-78.3682329 40.4870748)
2650,IL,Livingston,4.12,ILLivingston County,0.7185266775571133,POINT (-88.5631125 40.8682487)
2651,NM,Rio Arriba,4.54,NMRio Arriba County,0.6954370643650978,POINT (-106.8155233 36.5488273)
2652,TX,Hill,4.02,TXHill County,0.7240241982661059,POINT (-97.0881654 31.9595085)
2653,AL,Dallas,5.32,ALDallas County,0.6525563504064624,POINT (-87.1046643 32.3117968)
2654,NC,Gaston,3.81,NCGaston County,0.7355690048621135,POINT (-81.179014 35.2849659)
2655,ID,Bingham,2.67,IDBingham County,0.7982407933731224,POINT (-112.3598354 43.1881598)
2656,MO,Boone,2.01,MOBoone County,0.8345244693738434,POINT (-92.3307534 39.0153926)
2657,IA,Dallas,2.04,IADallas County,0.8328752131611455,POINT (-94.0394437 41.6744179)
2658,UT,Tooele,2.59,UTTooele County,0.8026388230474397,POINT (-113.1966394 40.4062872)
2659,WA,Lewis,6.41,WALewis County,0.5926333353570732,POINT (-122.422556 46.5612011)
2660,IL,Iroquois,4.7,ILIroquois County,0.6866410312307096,POINT (-87.8309209 40.7351265)
2661,NJ,Gloucester,3.81,NJGloucester County,0.7355690048621135,POINT (-75.1535378 39.7267303)
2662,IL,Henry,4.41,ILHenry County,0.7025838543939114,POINT (-90.1177442 41.3418549)
2663,FL,Martin,2.77,FLMartin County,0.7927432726641297,POINT (-80.3994412 27.0673711)
2664,GA,Chatham,3.12,GAChatham County,0.7735019370755324,POINT (-81.0626008 31.9668887)
2665,OH,Muskingum,4.5,OHMuskingum County,0.6976360726486948,POINT (-81.9984697 40.0064162)
2666,MI,Calhoun,5.07,MICalhoun County,0.6663001652860672,POINT (-85.0229223 42.2461339)
2667,WI,Grant,2.82,WIGrant County,0.7899945123096335,POINT (-90.6991696 42.8855277)
2668,TX,Ellis,3.6,TXEllis County,0.7471138114581213,POINT (-96.7920233 32.3347829)
2669,PA,Lebanon,3.87,PALebanon County,0.732270492436718,POINT (-76.4626118 40.375713)
2670,PA,Somerset,5.73,PASomerset County,0.6300165023924694,POINT (-79.0415528 39.9980022)
2671,WI,St. Croix,3.15,WISt. Croix County,0.7718526677557114,POINT (-92.4679305 45.0312388)
2672,TX,Maverick,8.6,TXMaverick County,0.4722374876517792,POINT (-100.3110817 28.792861)
2673,OH,Clark,4.27,OHClark County,0.710280383386501,POINT (-83.7905959 39.9229676)
2674,NY,Dutchess,3.16,NYDutchess County,0.7713029156848121,POINT (-73.7516205 41.7194303)
2675,CA,San Benito,5.26,CASan Benito County,0.6558548628318579,POINT (-121.1157794 36.6231225)
2676,MI,St. Joseph,4.45,MISt. Joseph County,0.7003848461103144,POINT (-85.5356726 41.9031963)
2677,GA,Forsyth,2.38,GAForsyth County,0.8141836165363242,POINT (-84.1335644 34.235309)
2678,AR,Benton,2.44,ARBenton County,0.8108851041109286,POINT (-94.2670404 36.3456186)
2679,MI,Huron,4.94,MIHuron County,0.6734469553148807,POINT (-83.0221987 43.8385749)
2680,IL,Fulton,5.08,ILFulton County,0.6657504263222911,POINT (-90.1845556 40.4714305)
2681,NY,Orange,3.3,NYOrange County,0.7636063866922225,POINT (-74.2507287 41.3873306)
2682,NM,Sandoval,3.94,NMSandoval County,0.7284222148332999,POINT (-106.8472167 35.5910806)
2683,TX,San Patricio,6.4,TXSan Patricio County,0.5931830743208492,POINT (-97.5020441 28.0003594)
2684,TN,Sevier,3.26,TNSevier County,0.7658053949758195,POINT (-83.5291901 35.8047065)
2685,AZ,Graham,3.73,AZGraham County,0.7399670214293077,POINT (-109.8685752 32.8397096)
2686,FL,Escambia,3.13,FLEscambia County,0.7729521718975099,POINT (-87.3451089 30.6625885)
2687,FL,Sarasota,2.96,FLSarasota County,0.7822979702099205,POINT (-82.3609195 27.1813609)
2688,TN,Sumner,2.82,TNSumner County,0.7899945123096335,POINT (-86.4685413 36.4496718)
2689,MO,St. Francois,3.36,MOSt. Francois County,0.7603078742668268,POINT (-90.5089041 37.7763775)
2690,HI,Hawaii,3.78,HIHawaii County,0.7372182610748114,POINT (-155.564561 19.6273325)
2691,IL,Marion,4.82,ILMarion County,0.6800439801656719,POINT (-88.9232112 38.6477381)
2692,OH,Ashtabula,4.61,OHAshtabula County,0.6915887867616797,POINT (-80.7611534 41.9108619)
2693,TX,Wilson,3.37,TXWilson County,0.7597581221959275,POINT (-98.1251465 29.1589961)
2694,MI,Van Buren,5.37,MIVan Buren County,0.6498076031590894,POINT (-86.013973 42.2710763)
2695,MS,Jackson,4.45,MSJackson County,0.7003848461103144,POINT (-88.6486325 30.4899024)
2696,FL,Marion,3.57,FLMarion County,0.7487630676708191,POINT (-82.0626948 29.2182454)
2697,NE,Sarpy,2.32,NESarpy County,0.817482142068843,POINT (-96.1007561 41.0923005)
2698,PA,Schuylkill,5.21,PASchuylkill County,0.6586036362934775,POINT (-76.2277971 40.6936632)
2699,GA,Muscogee,4.29,GAMuscogee County,0.7091808792447025,POINT (-84.8502167 32.4840651)
2700,MD,Frederick,3.04,MDFrederick County,0.7778999536427265,POINT (-77.4118135 39.4608481)
2701,IN,Johnson,2.44,INJohnson County,0.8108851041109286,POINT (-86.1079903 39.4891804)
2702,SC,Anderson,3.09,SCAnderson County,0.7751511932882301,POINT (-82.652962 34.5258335)
2703,IL,Grundy,5.16,ILGrundy County,0.6613524097550971,POINT (-88.4119361 41.2747363)
2704,IN,St. Joseph,3.52,INSt. Joseph County,0.7515118280253155,POINT (-86.2787334 41.5941578)
2705,IL,Morgan,4.18,ILMorgan County,0.7152281651317176,POINT (-90.190335 39.7062265)
2706,CA,Sutter,7.01,CASutter County,0.5596481586746245,POINT (-121.697088 38.9509675)
2707,MI,Tuscola,5.74,MITuscola County,0.6294667634286935,POINT (-83.3951071 43.4776781)
2708,OH,Scioto,5.34,OHScioto County,0.6514568462646639,POINT (-83.017141 38.823448)
2709,ID,Twin Falls,2.71,IDTwin Falls County,0.7960417850895254,POINT (-114.6971949 42.2728777)
2710,MI,Ionia,4.06,MIIonia County,0.7218251899825088,POINT (-85.0713945 42.9469688)
2711,PA,Northampton,4.42,PANorthampton County,0.702034089215889,POINT (-75.3289302 40.7451356)
2712,MN,Beltrami,3.39,MNBeltrami County,0.7586586049470058,POINT (-94.8799011 47.9978537)
2713,OH,Hancock,3.39,OHHancock County,0.7586586049470058,POINT (-83.6587588 40.9939911)
2714,MO,Franklin,2.37,MOFranklin County,0.8147333817143467,POINT (-91.0841241 38.4021095)
2715,NY,Oswego,4.21,NYOswego County,0.7135788958118967,POINT (-76.1279841 43.4112973)
2716,AL,Shelby,1.87,ALShelby County,0.8422210049199946,POINT (-86.6639746 33.2503347)
2717,ND,Cass,1.79,NDCass County,0.8466190280407504,POINT (-97.220631 46.9241972)
2718,FL,Lake,3.12,FLLake County,0.7735019370755324,POINT (-81.78994 28.7006859)
2719,IL,Ogle,5.04,ILOgle County,0.6679494346058882,POINT (-89.3138599 42.0397014)
2720,AL,Lee,2.41,ALLee County,0.8125343603236264,POINT (-85.3077038 32.5814796)
2721,IL,Jefferson,4.86,ILJefferson County,0.6778449718820749,POINT (-88.9344303 38.3010487)
2722,TN,Rutherford,2.79,TNRutherford County,0.7916437685223312,POINT (-86.4205249 35.8563421)
2723,VT,Chittenden,2.11,VTChittenden County,0.8290269486648507,POINT (-73.0673673 44.4531756)
2724,MI,Shiawassee,5.01,MIShiawassee County,0.6695986777114626,POINT (-84.1458259 42.9429488)
2725,AL,Cullman,2.11,ALCullman County,0.8290269486648507,POINT (-86.8779268 34.1335332)
2726,NY,Rockland,2.93,NYRockland County,0.7839472264226184,POINT (-74.0357266 41.1519319)
2727,AK,Yukon-Koyukuk Census Area,8.54,AKYukon-Koyukuk Census Area,0.4755360262914212,POINT (-152.4239927 65.7963587)
2728,AL,Marshall,2.1,ALMarshall County,0.82957670073575,POINT (-86.3301801 34.3396046)
2729,CA,Tehama,5.1,CATehama County,0.6646509221804926,POINT (-122.2015529 40.1251334)
2730,WI,Sheboygan,2.51,WISheboygan County,0.8070368396146338,POINT (-87.9370433 43.7128967)
2731,NY,Albany,3.12,NYAlbany County,0.7735019370755324,POINT (-73.9843997 42.5986896)
2732,IN,Elkhart,2.57,INElkhart County,0.8037383271892382,POINT (-85.8590603 41.6012796)
2733,MD,Howard,2.7,MDHoward County,0.7965915371604246,POINT (-76.9166241 39.2305289)
2734,WI,Winnebago,2.61,WIWinnebago County,0.8015393189056412,POINT (-88.6516527 44.0697014)
2735,MN,Scott,2.32,MNScott County,0.817482142068843,POINT (-93.5025726 44.6506998)
2736,SC,Orangeburg,5.31,SCOrangeburg County,0.6531061155844848,POINT (-80.778429 33.4054944)
2737,KY,Fayette,3.17,KYFayette County,0.7707531636139128,POINT (-84.4722444 38.0280648)
2738,NJ,Hunterdon,3.0,NJHunterdon County,0.7800989619263234,POINT (-74.9261552 40.5770634)
2739,WI,Walworth,2.97,WIWalworth County,0.7817482181390213,POINT (-88.5467715 42.6711513)
2740,OH,Wood,3.64,OHWood County,0.744914790067401,POINT (-83.6643025 41.2776661)
2741,GA,Hall,2.45,GAHall County,0.8103353520400294,POINT (-83.8194028 34.2905901)
2742,ME,Aroostook,4.32,MEAroostook County,0.7075316099248815,POINT (-68.4701132 46.6847962)
2743,MS,Harrison,3.94,MSHarrison County,0.7284222148332999,POINT (-89.1313136 30.4553392)
2744,MT,Flathead,3.17,MTFlathead County,0.7707531636139128,POINT (-113.972144 48.3840879)
2745,TX,Kaufman,3.88,TXKaufman County,0.7317207272586955,POINT (-96.3375126 32.601641)
2746,OH,Miami,3.69,OHMiami County,0.7421660297129047,POINT (-84.2236524 40.0580258)
2747,IL,Macoupin,3.87,ILMacoupin County,0.732270492436718,POINT (-89.925212 39.2420653)
2748,NC,Union,3.25,NCUnion County,0.7663551470467187,POINT (-80.5128209 34.9795158)
2749,IN,Hendricks,2.46,INHendricks County,0.8097855999691301,POINT (-86.5173641 39.7565309)
2750,WI,Rock,3.56,WIRock County,0.7493128197417184,POINT (-89.081772 42.6654418)
2751,TN,Sullivan,3.64,TNSullivan County,0.744914790067401,POINT (-82.286903 36.4966673)
2752,NY,St. Lawrence,4.29,NYSt. Lawrence County,0.7091808792447025,POINT (-75.0657043 44.4973591)
2753,PA,Dauphin,4.16,PADauphin County,0.7163276692735162,POINT (-76.8115168 40.398036)
2754,TX,Atascosa,4.19,TXAtascosa County,0.7146783999536952,POINT (-98.5316314 28.8554434)
2755,FL,St. Lucie,3.53,FLSt. Lucie County,0.7509620759544162,POINT (-80.457904 27.3900897)
2756,MS,Madison,3.23,MSMadison County,0.7674546511885172,POINT (-90.0040817 32.6308318)
2757,NJ,Atlantic,5.41,NJAtlantic County,0.6476085948754923,POINT (-74.6632883 39.5143268)
2758,PA,Cambria,5.68,PACambria County,0.6327652758540889,POINT (-78.718852 40.4843583)
2759,PA,Beaver,5.66,PABeaver County,0.6338647799958875,POINT (-80.3709999 40.6916624)
2760,VA,Chesterfield,2.88,VAChesterfield County,0.7866959867771146,POINT (-77.578509 37.3859982)
2761,OK,Tulsa,3.12,OKTulsa County,0.7735019370755324,POINT (-95.9250506 36.1012145)
2762,TX,Starr,12.3,TXStarr County,0.268829037919327,POINT (-98.7479897 26.5630409)
2763,NJ,Somerset,3.21,NJSomerset County,0.7685541553303158,POINT (-74.6189556 40.5675084)
2764,LA,St. Tammany Parish,3.04,LASt. Tammany Parish,0.7778999536427265,POINT (-89.9730381 30.4243909)
2765,NM,Chaves,4.44,NMChaves County,0.7009345850740905,POINT (-104.5133481 33.2993426)
2766,PA,Butler,4.35,PAButler County,0.705882366819307,POINT (-86.6754793 31.7340713)
2767,MI,Eaton,4.64,MIEaton County,0.6899395436561051,POINT (-84.8443666 42.5935964)
2768,MI,Montcalm,4.73,MIMontcalm County,0.6849917619108885,POINT (-85.112198 43.3055418)
2769,AR,Washington,2.38,ARWashington County,0.8141836165363242,POINT (-94.2280656 35.9672625)
2770,SC,Spartanburg,3.25,SCSpartanburg County,0.7663551470467187,POINT (-81.9955954 34.937029)
2771,CT,Litchfield,4.01,CTLitchfield County,0.7245739372298818,POINT (-73.2543049 41.767249)
2772,WA,Skagit,5.57,WASkagit County,0.6388125355268576,POINT (-121.7332784 48.4596092)
2773,AL,Calhoun,3.13,ALCalhoun County,0.7729521718975099,POINT (-85.8315666 33.7514505)
2774,IN,Porter,3.38,INPorter County,0.7592083570179051,POINT (-87.0724971 41.4457032)
2775,TX,Comal,3.58,TXComal County,0.7482133155999198,POINT (-98.2690787 29.7979704)
2776,MT,Gallatin,1.9,MTGallatin County,0.8405717487072969,POINT (-111.1967693 45.4868491)
2777,GA,Bibb,3.88,GABibb County,0.7317207272586955,POINT (-83.694562 32.8095879)
2778,TX,Midland,3.01,TXMidland County,0.7795492098554242,POINT (-102.0103767 31.83688)
2779,NM,Lea,4.62,NMLea County,0.6910390477979037,POINT (-103.3828242 32.7448727)
2780,LA,St. Landry Parish,4.65,LASt. Landry Parish,0.6893897784780827,POINT (-92.0035057 30.6174002)
2781,NY,Saratoga,2.72,NYSaratoga County,0.795492033018626,POINT (-73.8712155 43.0833231)
2782,WA,Whatcom,5.15,WAWhatcom County,0.6619021487188731,POINT (-121.8828175 48.8107819)
2783,IL,Woodford,3.55,ILWoodford County,0.7498625718126176,POINT (-89.2074215 40.8145359)
2784,WI,Brown,2.68,WIBrown County,0.7976910413022231,POINT (-88.0167093 44.4383498)
2785,AL,Talladega,3.19,ALTalladega County,0.7696536594721143,POINT (-86.1597137 33.3967079)
2786,AL,Morgan,2.14,ALMorgan County,0.8273776793450297,POINT (-86.8529584 34.4296848)
2787,OH,Columbiana,4.84,OHColumbiana County,0.6789444760238734,POINT (-80.7648602 40.7787016)
2788,AL,Houston,2.66,ALHouston County,0.7987905454440216,POINT (-85.2654592 31.1355603)
2789,NC,Durham,3.28,NCDurham County,0.764705890834021,POINT (-78.8751582 36.0181316)
2790,NM,Santa Fe,3.73,NMSanta Fe County,0.7399670214293077,POINT (-106.01355 35.4859674)
2791,TN,Hamilton,3.55,TNHamilton County,0.7498625718126176,POINT (-85.1940792 35.1755638)
2792,MN,Sherburne,2.97,MNSherburne County,0.7817482181390213,POINT (-93.7459202 45.4427088)
2793,MN,Carver,2.2,MNCarver County,0.8240791669196341,POINT (-93.7871792 44.807118)
2794,NY,Richmond,5.82,NYRichmond County,0.6250687206472528,POINT (-75.8449946 43.1561681)
2795,IL,Kankakee,5.55,ILKankakee County,0.6399120396686562,POINT (-87.848682 41.1253903)
2796,CA,Napa,3.31,CANapa County,0.7630566346213231,POINT (-122.3218414 38.4898675)
2797,AZ,Santa Cruz,8.15,AZSanta Cruz County,0.4969763963778622,POINT (-110.847628 31.5094579)
2798,OR,Jackson,4.91,ORJackson County,0.6750962246347019,POINT (-122.7540948 42.398015)
2799,CA,Nevada,3.55,CANevada County,0.7498625718126176,POINT (-120.8089843 39.3540335)
2800,TX,Hays,3.11,TXHays County,0.7740516891464316,POINT (-98.0393127 30.0447901)
2801,WI,Marathon,2.58,WIMarathon County,0.803188575118339,POINT (-89.7748098 44.8914036)
2802,MO,Clay,2.55,MOClay County,0.8048378313310367,POINT (-94.4046405 39.3187409)
2803,ME,York,2.79,MEYork County,0.7916437685223312,POINT (-70.6546639 43.4229305)
2804,VA,Arlington,2.12,VAArlington County,0.8284771965939515,POINT (-77.0893094 38.8769326)
2805,OH,Lake,4.49,OHLake County,0.6981858378267174,POINT (-81.2380032 41.7064789)
2806,WA,Franklin,6.57,WAFranklin County,0.5838372760084385,POINT (-118.8935483 46.5654696)
2807,OR,Deschutes,4.34,ORDeschutes County,0.7064321057830829,POINT (-121.1669662 43.8194838)
2808,AZ,Gila,4.35,AZGila County,0.705882366819307,POINT (-110.6814579 33.7416269)
2809,VA,Loudoun,2.45,VALoudoun County,0.8103353520400294,POINT (-77.6705008 39.0984586)
2810,TN,Williamson,2.46,TNWilliamson County,0.8097855999691301,POINT (-86.8978708 35.8772991)
2811,NH,Grafton,2.38,NHGrafton County,0.8141836165363242,POINT (-71.8742626 43.9702453)
2812,FL,Volusia,3.25,FLVolusia County,0.7663551470467187,POINT (-81.1310761 29.0533409)
2813,OH,Richland,4.73,OHRichland County,0.6849917619108885,POINT (-82.5302254 40.776322)
2814,OH,Fairfield,3.6,OHFairfield County,0.7471138114581213,POINT (-82.6418883 39.7886111)
